State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Latitude,Longitude
Gujarat,Ahmedabad,2023,March,Wednesday,9:15,Fatal,1,Car,10,0,Hazy,Village Road,Wet,Daylight,,119,25,Female,,Yes,Intersection,23.032495,72.584811
Punjab,Amritsar,2023,July,Thursday,12:43,Minor,3,Pedestrian,4,5,Rainy,Urban Road,Wet,Dusk,Signs,115,37,Female,Expired,Yes,Straight Road,31.620471,74.86785
Himachal Pradesh,Mandi,2023,April,Sunday,4:10,Serious,5,Bus,8,1,Clear,Village Road,Damaged,Dark,Signs,113,37,Female,Expired,Yes,Straight Road,31.706392,76.945479
Sikkim,Gangtok,2019,January,Wednesday,23:24,Fatal,2,Two-Wheeler,0,4,Foggy,National Highway,Under Construction,Daylight,Signs,115,25,Female,Valid,Yes,Curve,27.325461,88.616102
Jammu and Kashmir,Baramulla,2019,February,Friday,2:18,Serious,2,Pedestrian,0,4,Stormy,Urban Road,Wet,Dusk,,85,22,Female,Valid,Yes,Bridge,34.226319,74.323395
Telangana,Karimnagar,2021,February,Sunday,3:31,Minor,2,Auto-Rickshaw,7,1,Foggy,Village Road,Wet,Dark,Signs,84,63,Male,,Yes,Intersection,18.434971,79.152106
West Bengal,Siliguri,2018,July,Tuesday,9:28,Fatal,1,Two-Wheeler,10,0,Rainy,National Highway,Dry,Dawn,Police Checkpost,115,49,Male,Expired,Yes,Intersection,22.587142,88.364697
Meghalaya,Tura,2022,May,Sunday,13:11,Minor,5,Car,9,3,Rainy,Village Road,Damaged,Daylight,Signals,116,30,Male,Expired,Yes,Bridge,25.491514,90.215396
Bihar,Gaya,2023,April,Saturday,12:45,Minor,4,Truck,4,5,Foggy,State Highway,Wet,Dawn,Signs,99,45,Male,,Yes,Intersection,24.792853,84.982285
Himachal Pradesh,Mandi,2021,July,Wednesday,17:0,Minor,1,Bus,9,2,Stormy,Urban Road,Wet,Daylight,,73,44,Female,Expired,Yes,Curve,31.730129,76.929847
Himachal Pradesh,Dharamshala,2020,October,Sunday,1:59,Minor,5,Bus,4,4,Foggy,Village Road,Dry,Dawn,Signs,114,20,Female,Expired,Yes,Intersection,32.204591,76.332518
Assam,Dibrugarh,2022,November,Friday,20:50,Minor,1,Truck,3,0,Stormy,State Highway,Dry,Dark,Signs,111,18,Female,Valid,Yes,Bridge,27.459046,94.927074
Mizoram,Lunglei,2022,June,Wednesday,6:34,Minor,1,Truck,6,3,Hazy,National Highway,Dry,Dark,Police Checkpost,89,33,Female,Expired,Yes,Bridge,22.874598,92.726966
Tamil Nadu,Coimbatore,2019,January,Friday,5:49,Serious,3,Cycle,10,1,Foggy,Village Road,Under Construction,Dark,,112,62,Male,Expired,Yes,Intersection,10.997019,76.932619
Himachal Pradesh,Shimla,2021,November,Thursday,23:58,Serious,5,Pedestrian,9,5,Clear,State Highway,Dry,Dawn,,85,31,Male,,Yes,Bridge,31.081878,77.172055
Assam,Guwahati,2019,July,Tuesday,6:28,Fatal,2,Truck,4,3,Clear,Urban Road,Under Construction,Dawn,,118,63,Male,,No,Straight Road,26.13658,91.733757
Tripura,Udaipur,2022,June,Wednesday,4:57,Serious,5,Car,6,3,Clear,National Highway,Under Construction,Dusk,Signs,60,55,Male,Valid,Yes,Bridge,23.533525,91.477135
Sikkim,Mangan,2021,December,Friday,18:49,Minor,5,Bus,10,5,Clear,National Highway,Dry,Dawn,Signals,36,24,Male,Valid,Yes,Bridge,27.492456,88.54951
Chhattisgarh,Bhilai,2021,December,Saturday,11:10,Minor,4,Truck,7,1,Rainy,State Highway,Damaged,Dusk,Signals,87,33,Male,Expired,Yes,Curve,21.204272,81.399418
Kerala,Thrissur,2021,February,Tuesday,17:7,Serious,2,Cycle,7,2,Rainy,National Highway,Damaged,Daylight,Signs,93,43,Male,Expired,No,Bridge,10.510169,76.206429
Uttar Pradesh,Varanasi,2018,July,Tuesday,19:59,Minor,4,Cycle,4,5,Hazy,Village Road,Damaged,Dawn,Police Checkpost,82,31,Male,,Yes,Straight Road,25.326081,82.958552
Mizoram,Champhai,2021,December,Monday,16:19,Fatal,4,Cycle,10,0,Foggy,Village Road,Under Construction,Dusk,Signs,63,31,Female,Valid,Yes,Intersection,23.456367,93.308993
Tamil Nadu,Coimbatore,2020,July,Tuesday,11:50,Fatal,2,Two-Wheeler,5,1,Stormy,State Highway,Dry,Dawn,Signals,46,18,Female,Expired,Yes,Bridge,11.006824,76.944112
Haryana,Gurugram,2020,May,Thursday,16:24,Serious,2,Pedestrian,0,0,Stormy,State Highway,Damaged,Dawn,Signs,82,56,Male,Expired,Yes,Intersection,28.463834,77.016525
Telangana,Nizamabad,2022,July,Friday,20:32,Fatal,5,Auto-Rickshaw,3,0,Hazy,National Highway,Under Construction,Dark,Police Checkpost,77,53,Female,Expired,No,Bridge,18.653728,78.106269
Tamil Nadu,Chennai,2020,April,Friday,11:13,Minor,1,Auto-Rickshaw,3,3,Foggy,Urban Road,Under Construction,Daylight,Police Checkpost,99,31,Male,Expired,Yes,Curve,13.089483,80.268736
Uttar Pradesh,Kanpur,2021,December,Friday,0:34,Minor,2,Truck,5,1,Clear,Urban Road,Under Construction,Daylight,Signs,112,31,Female,,No,Curve,26.454667,80.323021
Gujarat,Surat,2018,March,Friday,7:15,Minor,1,Two-Wheeler,4,0,Clear,Village Road,Under Construction,Daylight,,70,30,Female,Valid,No,Intersection,21.14572,72.853971
Jharkhand,Ranchi,2022,August,Sunday,18:5,Minor,3,Auto-Rickshaw,6,4,Stormy,State Highway,Under Construction,Dusk,Police Checkpost,105,22,Male,Valid,Yes,Straight Road,23.341678,85.333671
Punjab,Ludhiana,2023,July,Friday,22:17,Fatal,3,Pedestrian,7,3,Stormy,State Highway,Damaged,Dusk,Police Checkpost,78,57,Female,Expired,Yes,Bridge,30.89907,75.832858
Uttar Pradesh,Kanpur,2020,June,Wednesday,1:17,Serious,2,Bus,10,5,Rainy,Village Road,Damaged,Dusk,,101,50,Female,,Yes,Curve,26.450043,80.330555
Haryana,Gurugram,2022,February,Wednesday,1:11,Fatal,5,Auto-Rickshaw,4,5,Clear,National Highway,Under Construction,Daylight,,52,67,Male,,Yes,Bridge,28.468642,77.006553
Puducherry,Karaikal,2018,April,Thursday,0:41,Serious,2,Cycle,5,5,Clear,National Highway,Damaged,Dark,Signs,96,46,Female,,No,Bridge,10.95012,79.829836
Delhi,Dwarka,2021,June,Sunday,14:29,Fatal,4,Two-Wheeler,9,5,Rainy,Urban Road,Under Construction,Dusk,,100,51,Female,,Yes,Intersection,28.588988,77.045666
Telangana,Nizamabad,2021,June,Friday,4:8,Minor,3,Auto-Rickshaw,0,4,Stormy,National Highway,Damaged,Dusk,Police Checkpost,97,21,Male,Valid,Yes,Bridge,18.690076,78.084747
Jharkhand,Dhanbad,2023,May,Tuesday,5:34,Serious,3,Truck,7,1,Hazy,Urban Road,Dry,Dawn,Signs,64,50,Female,,No,Straight Road,23.79564,86.449403
Kerala,Thrissur,2018,May,Monday,1:7,Minor,4,Auto-Rickshaw,9,5,Rainy,Village Road,Under Construction,Daylight,Police Checkpost,88,50,Female,,Yes,Curve,10.513368,76.205825
Tripura,Agartala,2021,August,Friday,18:55,Fatal,4,Cycle,0,2,Stormy,National Highway,Damaged,Dawn,Signals,97,44,Male,,No,Curve,23.844196,91.273906
Puducherry,Puducherry,2023,February,Sunday,12:6,Minor,4,Bus,8,4,Hazy,Village Road,Wet,Dawn,Signals,60,67,Female,Expired,No,Bridge,11.95968,79.791706
Telangana,Hyderabad,2019,May,Sunday,23:37,Minor,5,Car,9,3,Stormy,National Highway,Dry,Daylight,,56,18,Male,Valid,No,Curve,17.37664,78.498158
Goa,Mapusa,2018,October,Wednesday,21:52,Fatal,5,Two-Wheeler,4,5,Foggy,State Highway,Under Construction,Dusk,Signs,77,25,Male,Expired,No,Curve,15.605464,73.803518
Kerala,Thrissur,2018,September,Friday,9:7,Serious,1,Car,8,3,Rainy,State Highway,Damaged,Dark,Signals,99,27,Female,Valid,Yes,Curve,10.526216,76.219427
Bihar,Muzaffarpur,2022,March,Thursday,22:8,Fatal,2,Pedestrian,1,5,Foggy,State Highway,Under Construction,Dawn,Signs,110,54,Male,,No,Straight Road,26.101355,85.413248
Maharashtra,Mumbai,2019,October,Thursday,19:1,Serious,2,Cycle,3,5,Stormy,Urban Road,Under Construction,Dark,Signals,41,35,Female,Expired,No,Bridge,19.070752,72.891202
Haryana,Gurugram,2023,February,Monday,8:12,Serious,1,Auto-Rickshaw,3,5,Clear,Urban Road,Wet,Dark,Police Checkpost,80,63,Female,Valid,Yes,Bridge,28.464442,77.043989
Rajasthan,Jodhpur,2023,April,Tuesday,5:53,Fatal,4,Pedestrian,10,4,Stormy,Urban Road,Under Construction,Dawn,Signs,103,20,Female,Valid,Yes,Bridge,26.222439,73.001806
Goa,Panaji,2018,October,Wednesday,18:9,Serious,2,Bus,9,5,Clear,Village Road,Dry,Dawn,Signals,46,26,Male,Expired,No,Straight Road,15.486471,73.851446
Assam,Guwahati,2020,May,Monday,3:21,Serious,3,Auto-Rickshaw,2,3,Foggy,Urban Road,Under Construction,Daylight,,85,68,Female,,No,Straight Road,26.134558,91.758366
Madhya Pradesh,Indore,2023,November,Monday,1:19,Fatal,1,Pedestrian,8,4,Foggy,Urban Road,Under Construction,Dark,Signals,71,54,Male,,No,Bridge,22.698918,75.881316
Arunachal Pradesh,Naharlagun,2021,April,Thursday,7:30,Fatal,5,Pedestrian,5,1,Stormy,Urban Road,Damaged,Daylight,,116,37,Male,Valid,Yes,Intersection,27.090276,93.715929
Sikkim,Namchi,2018,August,Thursday,8:26,Minor,4,Auto-Rickshaw,3,1,Clear,Village Road,Wet,Dark,,48,29,Female,Valid,Yes,Bridge,27.149409,88.350175
Uttar Pradesh,Lucknow,2018,September,Friday,16:25,Serious,1,Pedestrian,0,4,Foggy,Urban Road,Damaged,Dark,Signs,107,60,Male,Expired,Yes,Straight Road,26.827664,80.934135
Manipur,Imphal,2019,June,Sunday,4:38,Minor,5,Truck,1,0,Stormy,National Highway,Dry,Dusk,,114,22,Female,Expired,No,Curve,24.82655,93.925768
Sikkim,Gyalshing,2023,June,Friday,0:11,Minor,5,Cycle,4,5,Foggy,State Highway,Wet,Daylight,Police Checkpost,43,55,Male,,No,Curve,27.299117,88.251367
Haryana,Gurugram,2022,May,Friday,23:48,Minor,5,Pedestrian,8,3,Foggy,State Highway,Wet,Dawn,Signs,96,39,Female,Valid,Yes,Intersection,28.47125,77.017037
Maharashtra,Mumbai,2018,April,Friday,17:55,Fatal,5,Truck,1,2,Stormy,National Highway,Dry,Dark,Signals,85,31,Female,Expired,No,Curve,19.096743,72.852879
Chandigarh,Chandigarh,2020,November,Wednesday,14:36,Serious,5,Car,6,5,Hazy,National Highway,Damaged,Dawn,Police Checkpost,102,44,Female,,No,Curve,30.738706,76.76941
Haryana,Faridabad,2022,August,Monday,10:14,Fatal,1,Cycle,3,1,Rainy,National Highway,Damaged,Dark,Signs,62,29,Female,Expired,No,Straight Road,28.410656,77.342006
Jammu and Kashmir,Baramulla,2021,October,Thursday,8:3,Serious,1,Pedestrian,10,4,Foggy,Village Road,Under Construction,Dawn,Signs,59,38,Male,,No,Straight Road,34.217446,74.321161
Chandigarh,Chandigarh,2022,May,Thursday,0:21,Serious,4,Auto-Rickshaw,9,1,Stormy,National Highway,Wet,Dusk,Signs,106,29,Female,Expired,Yes,Bridge,30.736233,76.769667
Kerala,Kozhikode,2018,August,Wednesday,5:45,Serious,4,Bus,0,3,Foggy,Urban Road,Under Construction,Dawn,Signals,82,35,Male,Valid,Yes,Bridge,11.261453,75.774553
Tripura,Udaipur,2021,February,Monday,15:6,Serious,3,Auto-Rickshaw,7,4,Hazy,State Highway,Damaged,Dark,Signs,75,68,Male,,No,Curve,23.556767,91.467772
Tamil Nadu,Madurai,2018,May,Wednesday,11:22,Minor,3,Cycle,5,0,Foggy,National Highway,Dry,Dawn,Signs,79,43,Male,Expired,Yes,Straight Road,9.928651,78.140058
Telangana,Nizamabad,2020,December,Wednesday,12:22,Serious,5,Pedestrian,6,1,Hazy,State Highway,Under Construction,Dusk,Police Checkpost,103,29,Male,Valid,Yes,Bridge,18.692659,78.079485
Punjab,Ludhiana,2022,March,Sunday,14:3,Fatal,4,Bus,10,2,Stormy,Village Road,Dry,Daylight,Signals,68,61,Female,Valid,No,Curve,30.890623,75.847358
Jharkhand,Dhanbad,2019,February,Tuesday,13:55,Minor,5,Pedestrian,10,5,Clear,Village Road,Wet,Dawn,Signs,100,69,Female,Expired,No,Intersection,23.820056,86.435002
Odisha,Puri,2022,February,Wednesday,10:33,Serious,4,Bus,2,1,Hazy,State Highway,Dry,Dusk,Signs,89,41,Female,Valid,No,Bridge,19.806828,85.83321
Delhi,New Delhi,2018,September,Monday,20:24,Serious,5,Two-Wheeler,6,4,Foggy,National Highway,Dry,Dusk,Signals,104,45,Male,Valid,Yes,Intersection,28.632671,77.202615
Karnataka,Mysore,2018,December,Friday,10:23,Fatal,3,Pedestrian,5,3,Hazy,State Highway,Under Construction,Dusk,Signs,36,51,Female,Valid,No,Curve,12.952512,77.578656
Maharashtra,Pune,2020,January,Monday,15:33,Minor,2,Cycle,1,0,Stormy,National Highway,Wet,Daylight,Police Checkpost,99,30,Male,Valid,No,Straight Road,18.522798,73.857241
Tripura,Dharmanagar,2020,May,Saturday,18:51,Serious,3,Bus,8,1,Clear,National Highway,Damaged,Dusk,,37,60,Female,Expired,Yes,Straight Road,24.355427,92.159838
Rajasthan,Udaipur,2019,August,Sunday,21:18,Serious,5,Pedestrian,8,4,Hazy,Village Road,Under Construction,Daylight,Signs,87,30,Male,,Yes,Curve,24.603571,73.725748
Maharashtra,Mumbai,2018,June,Tuesday,12:50,Fatal,5,Bus,6,1,Clear,Urban Road,Dry,Daylight,Police Checkpost,120,37,Female,Valid,Yes,Bridge,19.077873,72.89585
Jharkhand,Dhanbad,2021,September,Monday,9:45,Fatal,1,Pedestrian,4,3,Hazy,National Highway,Under Construction,Dawn,Police Checkpost,46,69,Male,Valid,No,Straight Road,23.809433,86.441289
Tamil Nadu,Coimbatore,2021,April,Friday,5:0,Fatal,1,Bus,10,4,Hazy,Village Road,Wet,Dawn,Police Checkpost,104,50,Male,Valid,No,Straight Road,11.005108,76.938022
Odisha,Cuttack,2020,December,Tuesday,2:3,Minor,3,Car,1,2,Hazy,Village Road,Damaged,Dark,Signals,94,64,Female,,No,Bridge,20.463761,85.887571
Jammu and Kashmir,Jammu,2023,March,Wednesday,21:32,Fatal,2,Pedestrian,2,5,Hazy,State Highway,Damaged,Dark,Police Checkpost,111,44,Female,Valid,Yes,Intersection,32.709234,74.863273
Assam,Dibrugarh,2022,August,Wednesday,0:38,Minor,3,Two-Wheeler,9,3,Rainy,Village Road,Under Construction,Dusk,,103,60,Female,Valid,No,Intersection,27.494698,94.898012
Mizoram,Lunglei,2019,June,Sunday,8:49,Fatal,4,Auto-Rickshaw,3,3,Stormy,Urban Road,Wet,Dusk,Signals,32,67,Male,Valid,Yes,Straight Road,22.885209,92.736159
Maharashtra,Pune,2021,January,Sunday,20:12,Fatal,3,Pedestrian,6,3,Hazy,Urban Road,Under Construction,Dark,Signals,97,38,Female,,Yes,Bridge,18.543861,73.844981
Tamil Nadu,Coimbatore,2021,September,Tuesday,5:17,Minor,3,Two-Wheeler,6,2,Rainy,Urban Road,Wet,Dusk,,72,32,Female,Expired,Yes,Bridge,11.040884,76.949544
Karnataka,Mangalore,2019,December,Saturday,23:12,Serious,5,Bus,9,0,Stormy,State Highway,Under Construction,Dawn,Police Checkpost,61,56,Female,,Yes,Straight Road,12.964133,77.595924
Goa,Margao,2022,December,Friday,8:52,Minor,4,Bus,2,2,Foggy,Village Road,Wet,Dark,Signals,102,50,Female,Expired,Yes,Intersection,15.275173,73.987336
Andhra Pradesh,Vijayawada,2023,October,Wednesday,15:40,Fatal,1,Car,10,3,Hazy,Urban Road,Damaged,Dusk,,42,68,Male,Expired,No,Intersection,16.516313,80.654508
Maharashtra,Pune,2022,June,Monday,4:7,Fatal,4,Car,1,3,Hazy,Urban Road,Under Construction,Dusk,,104,29,Female,,No,Intersection,18.511347,73.844549
Rajasthan,Jodhpur,2022,December,Monday,11:8,Serious,1,Two-Wheeler,5,0,Rainy,Village Road,Under Construction,Dark,Police Checkpost,115,66,Male,,Yes,Curve,26.257569,73.005912
Chandigarh,Chandigarh,2020,February,Monday,17:26,Minor,5,Car,7,0,Hazy,National Highway,Damaged,Daylight,Signals,74,65,Female,,No,Intersection,30.717555,76.784648
Kerala,Kochi,2021,June,Saturday,18:10,Serious,4,Auto-Rickshaw,0,4,Foggy,Urban Road,Dry,Dusk,Police Checkpost,68,38,Male,Valid,Yes,Bridge,9.953494,76.263931
Kerala,Thiruvananthapuram,2020,February,Monday,2:36,Fatal,2,Two-Wheeler,4,2,Hazy,State Highway,Wet,Dawn,Police Checkpost,117,59,Male,Expired,Yes,Intersection,8.53453,76.926412
Telangana,Warangal,2023,November,Monday,19:20,Fatal,4,Cycle,0,2,Foggy,Urban Road,Dry,Dark,Signals,67,27,Female,,Yes,Intersection,17.948392,79.581792
Odisha,Bhubaneswar,2022,August,Wednesday,1:55,Serious,3,Truck,4,0,Foggy,Village Road,Dry,Dusk,Signals,51,30,Female,Valid,No,Straight Road,20.298547,85.843461
Assam,Guwahati,2020,December,Friday,1:52,Serious,3,Pedestrian,5,2,Clear,State Highway,Under Construction,Dark,Signals,98,44,Male,,No,Straight Road,26.122726,91.721269
Nagaland,Mokokchung,2021,April,Monday,11:47,Fatal,2,Two-Wheeler,3,1,Clear,State Highway,Dry,Daylight,Signs,30,66,Female,Valid,Yes,Straight Road,26.332107,94.517498
Chhattisgarh,Durg,2023,March,Tuesday,1:36,Minor,1,Auto-Rickshaw,6,1,Hazy,Village Road,Wet,Dawn,Police Checkpost,47,65,Male,Valid,No,Straight Road,21.198915,81.307736
Kerala,Kozhikode,2021,September,Thursday,11:23,Serious,2,Cycle,9,3,Hazy,State Highway,Wet,Dawn,Signals,77,54,Female,Valid,Yes,Bridge,11.25606,75.787719
Uttar Pradesh,Kanpur,2021,June,Friday,21:50,Minor,1,Cycle,5,4,Clear,Village Road,Wet,Dawn,Police Checkpost,119,58,Male,Expired,Yes,Straight Road,26.446013,80.31362
Karnataka,Mysore,2020,October,Saturday,0:25,Fatal,3,Truck,9,3,Hazy,State Highway,Damaged,Dark,Signs,76,31,Female,Valid,No,Bridge,12.98556,77.590096
Telangana,Karimnagar,2023,September,Monday,19:51,Fatal,1,Truck,3,5,Foggy,National Highway,Damaged,Dark,,60,63,Male,,Yes,Intersection,18.442396,79.145568
Punjab,Jalandhar,2018,September,Saturday,19:22,Serious,1,Truck,0,4,Hazy,State Highway,Damaged,Dark,,114,70,Male,,Yes,Intersection,31.317469,75.586747
Telangana,Nizamabad,2021,May,Saturday,14:39,Serious,2,Auto-Rickshaw,1,5,Stormy,National Highway,Damaged,Daylight,,82,22,Female,Valid,Yes,Bridge,18.68641,78.116923
Bihar,Bhagalpur,2019,February,Monday,1:7,Minor,1,Auto-Rickshaw,2,3,Rainy,Village Road,Wet,Dawn,Signs,41,33,Male,,No,Curve,25.237337,86.975364
Uttar Pradesh,Lucknow,2020,September,Saturday,7:21,Serious,5,Pedestrian,9,4,Foggy,National Highway,Damaged,Daylight,,60,70,Male,,Yes,Intersection,26.837603,80.937832
Goa,Mapusa,2018,April,Thursday,15:33,Fatal,2,Truck,8,2,Clear,Village Road,Under Construction,Daylight,Police Checkpost,75,45,Female,Valid,Yes,Curve,15.574742,73.806484
Nagaland,Dimapur,2022,January,Friday,14:55,Fatal,1,Two-Wheeler,7,5,Clear,Urban Road,Damaged,Dawn,Signals,118,19,Male,,No,Intersection,25.896905,93.706081
Tamil Nadu,Madurai,2022,December,Tuesday,5:3,Minor,1,Car,6,4,Stormy,Village Road,Under Construction,Dark,Police Checkpost,102,30,Female,Valid,No,Curve,9.904115,78.138746
Madhya Pradesh,Gwalior,2021,March,Friday,9:51,Serious,5,Car,5,0,Foggy,Village Road,Wet,Dark,Signals,92,32,Female,Expired,Yes,Straight Road,26.201364,78.206344
Uttarakhand,Haldwani,2021,June,Tuesday,9:32,Minor,3,Two-Wheeler,1,4,Foggy,Village Road,Damaged,Dawn,,72,60,Female,,Yes,Curve,29.229256,79.498398
Meghalaya,Nongstoin,2018,February,Wednesday,6:21,Minor,4,Cycle,0,3,Stormy,National Highway,Wet,Daylight,Signs,32,39,Male,Expired,No,Intersection,25.499158,91.239553
Karnataka,Bangalore,2022,July,Thursday,1:47,Fatal,1,Pedestrian,8,4,Rainy,National Highway,Wet,Daylight,Signs,58,20,Female,Expired,Yes,Straight Road,12.993634,77.596822
Madhya Pradesh,Jabalpur,2021,February,Friday,1:39,Minor,4,Two-Wheeler,0,2,Clear,National Highway,Dry,Dusk,Signs,119,18,Male,Expired,No,Intersection,23.170348,79.978724
Kerala,Thrissur,2018,July,Tuesday,19:12,Fatal,5,Truck,9,3,Clear,National Highway,Dry,Dawn,Signals,38,63,Male,Expired,Yes,Bridge,10.529109,76.210164
Sikkim,Gyalshing,2023,July,Wednesday,22:21,Fatal,1,Bus,6,4,Hazy,State Highway,Wet,Dark,Signals,60,47,Male,,No,Intersection,27.300123,88.273968
Delhi,New Delhi,2023,February,Wednesday,15:29,Serious,3,Cycle,6,1,Hazy,National Highway,Dry,Dawn,Signals,80,54,Female,,No,Intersection,28.59813,77.225462
West Bengal,Durgapur,2021,January,Monday,9:39,Fatal,1,Auto-Rickshaw,3,5,Clear,State Highway,Wet,Daylight,Signs,55,48,Female,Valid,No,Curve,23.525786,87.335264
Kerala,Kochi,2018,January,Saturday,0:16,Minor,4,Car,7,3,Stormy,Village Road,Dry,Dark,Signals,113,47,Male,,Yes,Curve,9.912531,76.291544
Uttarakhand,Roorkee,2019,August,Thursday,3:52,Minor,3,Truck,6,1,Hazy,State Highway,Wet,Dawn,Police Checkpost,107,20,Female,Valid,No,Intersection,29.866457,77.89017
Bihar,Gaya,2018,November,Monday,9:35,Fatal,5,Auto-Rickshaw,7,4,Rainy,Urban Road,Under Construction,Dark,Signs,78,38,Female,Expired,Yes,Curve,24.819096,84.991933
Chandigarh,Chandigarh,2018,March,Tuesday,3:22,Fatal,3,Car,4,3,Rainy,Village Road,Wet,Dark,Signs,69,51,Male,Expired,Yes,Bridge,30.737951,76.76428
Manipur,Imphal,2018,April,Saturday,14:10,Minor,3,Auto-Rickshaw,8,1,Stormy,National Highway,Dry,Dark,Signals,36,18,Female,Expired,No,Intersection,24.812683,93.9163
Sikkim,Gangtok,2021,July,Thursday,11:7,Serious,3,Truck,0,0,Hazy,National Highway,Dry,Dark,,119,29,Female,Valid,No,Bridge,27.35881,88.586962
Odisha,Cuttack,2023,November,Thursday,20:5,Minor,5,Pedestrian,7,0,Rainy,State Highway,Dry,Daylight,Signs,79,28,Male,,No,Straight Road,20.478914,85.872988
Sikkim,Gyalshing,2020,March,Saturday,23:35,Fatal,2,Truck,10,0,Foggy,State Highway,Dry,Dark,,94,47,Female,Expired,No,Curve,27.281129,88.238302
Rajasthan,Jodhpur,2023,September,Monday,3:43,Fatal,5,Bus,9,3,Foggy,Urban Road,Dry,Daylight,Signals,42,19,Male,Expired,Yes,Straight Road,26.258327,73.009582
Uttarakhand,Haldwani,2020,August,Saturday,16:24,Minor,5,Cycle,7,2,Hazy,Urban Road,Wet,Daylight,Police Checkpost,83,50,Female,Expired,No,Straight Road,29.226969,79.517569
Sikkim,Namchi,2020,July,Saturday,13:31,Serious,5,Auto-Rickshaw,9,0,Clear,Village Road,Dry,Dawn,,76,19,Female,Expired,Yes,Bridge,27.181626,88.349963
Haryana,Faridabad,2023,January,Monday,6:45,Minor,5,Bus,10,4,Foggy,Village Road,Under Construction,Dawn,Signals,55,21,Male,,No,Bridge,28.430221,77.321
Jammu and Kashmir,Jammu,2020,December,Sunday,12:27,Serious,1,Pedestrian,7,1,Hazy,State Highway,Damaged,Dawn,Signs,106,42,Female,Valid,Yes,Bridge,32.705481,74.85461
Kerala,Thrissur,2018,June,Saturday,0:58,Fatal,1,Truck,5,2,Stormy,Village Road,Damaged,Dark,Police Checkpost,78,30,Male,Expired,No,Intersection,10.515538,76.236242
Jharkhand,Jamshedpur,2021,September,Monday,19:37,Fatal,1,Cycle,1,0,Stormy,Urban Road,Dry,Dark,Signals,82,37,Male,Expired,No,Straight Road,22.817717,86.193176
Maharashtra,Mumbai,2022,April,Monday,10:58,Fatal,3,Truck,8,4,Clear,State Highway,Under Construction,Daylight,Signs,40,55,Male,Valid,No,Intersection,19.061831,72.8874
Maharashtra,Pune,2019,May,Friday,2:3,Fatal,3,Auto-Rickshaw,10,2,Foggy,National Highway,Dry,Dawn,Police Checkpost,65,67,Female,,No,Straight Road,18.537595,73.853966
Chhattisgarh,Durg,2020,October,Saturday,10:45,Minor,4,Auto-Rickshaw,0,1,Hazy,National Highway,Wet,Dusk,Signals,35,43,Female,Valid,No,Curve,21.208014,81.30841
Gujarat,Ahmedabad,2018,January,Thursday,18:2,Fatal,1,Bus,4,2,Rainy,State Highway,Dry,Dusk,Signs,33,19,Male,Expired,Yes,Bridge,23.0407,72.580457
Nagaland,Mokokchung,2020,August,Sunday,4:53,Fatal,1,Auto-Rickshaw,5,5,Rainy,State Highway,Damaged,Dawn,Police Checkpost,106,28,Female,Expired,No,Straight Road,26.326461,94.510428
Delhi,Rohini,2021,April,Saturday,3:23,Fatal,1,Bus,9,2,Foggy,National Highway,Under Construction,Daylight,,75,54,Female,,Yes,Bridge,28.745996,77.062578
Uttarakhand,Dehradun,2021,March,Thursday,3:8,Minor,4,Car,4,5,Clear,Village Road,Dry,Dusk,Police Checkpost,97,48,Male,Valid,Yes,Bridge,30.30634,78.050176
Puducherry,Puducherry,2018,June,Tuesday,8:30,Minor,2,Pedestrian,10,2,Foggy,National Highway,Damaged,Dark,,49,67,Female,Valid,No,Straight Road,11.958311,79.794489
Jammu and Kashmir,Jammu,2019,May,Wednesday,8:43,Fatal,1,Auto-Rickshaw,3,2,Foggy,National Highway,Wet,Daylight,Police Checkpost,51,28,Female,,Yes,Curve,32.738797,74.869232
Gujarat,Vadodara,2019,November,Friday,3:46,Minor,4,Cycle,5,1,Clear,Village Road,Dry,Dusk,Signals,116,27,Female,,No,Intersection,22.303974,73.169567
