State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Latitude,Longitude,Rainfall_mm,Max_temp_celsius,Min_temp_celsius
Uttarakhand,Dehradun,2021,March,Thursday,3:8,Minor,4,Car,4,5,Clear,Village Road,Dry,Dusk,Police Checkpost,97,48,Male,Valid,Yes,Bridge,30.30634,78.050176,0.15010637804380167,24.170556640625023,8.54981384277346
Puducherry,Puducherry,2018,June,Tuesday,8:30,Minor,2,Pedestrian,10,2,Foggy,National Highway,Damaged,Dark,,49,67,Female,Valid,No,Straight Road,11.958311,79.794489,26.477974375154645,33.94239196777346,28.314385986328148
Jammu and Kashmir,Jammu,2019,May,Wednesday,8:43,Fatal,1,Auto-Rickshaw,3,2,Foggy,National Highway,Wet,Daylight,Police Checkpost,51,28,Female,,Yes,Curve,32.738797,74.869232,5.104985833131792,32.754556274414085,18.435510253906273
Gujarat,Vadodara,2019,November,Friday,3:46,Minor,4,Cycle,5,1,Clear,Village Road,Dry,Dusk,Signals,116,27,Female,,No,Intersection,22.303974,73.169567,0.0017106531231547706,31.863320922851585,20.164819335937523
Arunachal Pradesh,Pasighat,2022,August,Monday,6:21,Serious,4,Pedestrian,0,0,Foggy,Urban Road,Wet,Dusk,Signals,75,37,Female,Expired,No,Straight Road,28.089978,95.343034,155.14731174216578,29.380883789062523,24.436868286132835
Himachal Pradesh,Dharamshala,2022,May,Monday,9:52,Fatal,4,Car,0,2,Rainy,National Highway,Wet,Daylight,Signs,92,59,Female,Expired,No,Intersection,32.230176,76.308176,1.9745007148799232,18.81568298339846,7.548364257812523
Gujarat,Ahmedabad,2022,June,Monday,8:18,Fatal,1,Cycle,1,3,Hazy,Village Road,Dry,Dusk,Signs,102,64,Female,Expired,No,Curve,23.034461,72.555625,8.77329036569563,36.16433105468752,28.18207702636721
Uttar Pradesh,Lucknow,2021,December,Sunday,14:14,Minor,4,Two-Wheeler,1,1,Stormy,National Highway,Wet,Dusk,Signals,79,57,Female,Expired,No,Straight Road,26.863615,80.925436,0.003913044864134463,23.98841247558596,11.26545104980471
Andhra Pradesh,Vijayawada,2019,December,Thursday,19:40,Fatal,4,Truck,2,1,Stormy,Urban Road,Damaged,Dark,Signals,105,60,Male,Expired,No,Curve,16.491639,80.644583,5.997890242920079,29.60694274902346,20.554376220703148
Assam,Dibrugarh,2023,January,Tuesday,23:45,Fatal,1,Cycle,6,1,Clear,National Highway,Dry,Dawn,Signs,118,32,Male,Expired,Yes,Bridge,27.465882,94.923137,23.398006355193957,18.629495239257835,13.628076171875023
Jammu and Kashmir,Jammu,2021,October,Monday,11:52,Fatal,4,Car,0,3,Hazy,Urban Road,Wet,Dark,Signals,53,22,Male,Expired,Yes,Curve,32.729303,74.85326,0.012004655161490518,30.933526611328148,13.50007019042971
Mizoram,Champhai,2023,June,Thursday,8:19,Minor,4,Two-Wheeler,5,1,Rainy,Urban Road,Under Construction,Dark,Police Checkpost,72,65,Female,Valid,Yes,Curve,23.457392,93.294836,148.53454545606226,24.47144470214846,18.350427246093773
Tamil Nadu,Madurai,2018,February,Wednesday,15:38,Serious,2,Truck,4,2,Rainy,State Highway,Damaged,Dark,Signs,66,69,Female,,No,Bridge,9.942869,78.095272,1.3400228368141143,31.972634887695335,22.320031738281273
Maharashtra,Mumbai,2021,December,Monday,21:47,Serious,3,Two-Wheeler,10,1,Rainy,Urban Road,Wet,Dark,Police Checkpost,100,70,Male,Expired,Yes,Curve,19.053685,72.895097,0.003913044864134463,27.89270935058596,21.04670104980471
Punjab,Patiala,2019,February,Friday,18:20,Minor,1,Two-Wheeler,6,0,Clear,National Highway,Under Construction,Dusk,Police Checkpost,120,64,Female,Expired,Yes,Intersection,30.362713,76.396568,230.73963522779195,19.606546020507835,11.176370239257835
West Bengal,Durgapur,2022,May,Sunday,15:52,Fatal,1,Pedestrian,10,3,Hazy,State Highway,Wet,Dawn,Signs,111,47,Female,Expired,Yes,Bridge,23.518938,87.333758,0.9216517201480201,37.4952331542969,27.429223632812523
Uttar Pradesh,Varanasi,2020,October,Saturday,12:43,Minor,3,Truck,5,0,Foggy,State Highway,Under Construction,Dark,Police Checkpost,105,49,Male,Expired,No,Intersection,25.326277,82.967314,5.710400640964508,32.346597290039085,25.464746093750023
Madhya Pradesh,Jabalpur,2018,March,Thursday,19:14,Serious,2,Two-Wheeler,3,3,Foggy,State Highway,Under Construction,Daylight,,81,18,Female,,No,Bridge,23.164155,79.997341,3.4823662757048623,31.567529296875023,19.396890258789085
Andhra Pradesh,Visakhapatnam,2022,October,Friday,5:5,Minor,4,Auto-Rickshaw,1,5,Rainy,National Highway,Under Construction,Dusk,Signs,33,26,Male,Expired,Yes,Bridge,17.699467,83.215028,-9999.0,-9999.0,-9999.0
Chhattisgarh,Bilaspur,2022,September,Friday,17:58,Minor,3,Pedestrian,8,4,Rainy,Village Road,Under Construction,Dark,Signals,67,35,Male,Valid,No,Intersection,22.062556,82.153415,23.88616297395174,29.339837646484398,24.485345458984398
Jharkhand,Bokaro,2022,March,Friday,11:58,Serious,4,Cycle,10,5,Rainy,National Highway,Under Construction,Daylight,Signals,84,56,Female,Expired,No,Curve,23.677011,86.139887,0.0017256346040994686,34.95992431640627,16.745263671875023
Sikkim,Gyalshing,2019,September,Wednesday,12:57,Fatal,2,Car,10,3,Rainy,National Highway,Wet,Daylight,Signals,41,34,Female,Expired,Yes,Intersection,27.273809,88.251073,288.8265673070123,21.218255615234398,17.209649658203148
Punjab,Amritsar,2022,September,Thursday,7:53,Serious,2,Pedestrian,1,3,Rainy,National Highway,Wet,Daylight,Police Checkpost,37,20,Male,,Yes,Curve,31.622037,74.854227,15.277803130459233,32.5058532714844,24.727532958984398
West Bengal,Durgapur,2020,February,Tuesday,10:34,Fatal,2,Truck,5,1,Rainy,National Highway,Wet,Dawn,Police Checkpost,108,68,Male,Expired,Yes,Bridge,23.496655,87.320751,0.006008148115910217,27.321282958984398,13.18061218261721
West Bengal,Kolkata,2020,January,Saturday,3:34,Serious,2,Truck,0,3,Hazy,Village Road,Under Construction,Dawn,Police Checkpost,48,27,Female,Valid,Yes,Curve,22.548306,88.35316,0.013667343409906607,25.289788818359398,13.727746582031273
Tripura,Dharmanagar,2019,August,Thursday,23:56,Minor,5,Truck,9,4,Foggy,National Highway,Dry,Dusk,Police Checkpost,73,19,Male,Valid,No,Curve,24.388912,92.184196,282.67674520611763,30.432214355468773,24.972512817382835
Puducherry,Karaikal,2019,October,Wednesday,11:48,Fatal,2,Two-Wheeler,10,5,Clear,State Highway,Dry,Daylight,Police Checkpost,60,70,Female,Valid,No,Bridge,10.949656,79.828067,-9999.0,-9999.0,-9999.0
Sikkim,Namchi,2019,November,Sunday,22:2,Fatal,1,Bus,3,3,Stormy,Urban Road,Dry,Dusk,,96,35,Male,Valid,Yes,Bridge,27.154572,88.379148,15.731419250187173,21.416482543945335,17.244790649414085
Sikkim,Namchi,2018,July,Friday,11:10,Fatal,5,Auto-Rickshaw,4,5,Foggy,Village Road,Dry,Daylight,Signs,86,27,Female,Valid,No,Bridge,27.156064,88.386567,214.45570802585223,24.51587829589846,19.68268737792971
Andhra Pradesh,Tirupati,2023,July,Sunday,16:34,Serious,3,Truck,10,3,Hazy,State Highway,Dry,Dark,Signals,40,27,Male,Expired,Yes,Curve,13.625102,79.437522,0.504577159876618,34.53431091308596,25.97937927246096
Maharashtra,Nagpur,2023,July,Wednesday,2:5,Minor,3,Auto-Rickshaw,3,2,Rainy,State Highway,Wet,Dark,Police Checkpost,73,44,Male,,No,Curve,21.123637,79.069541,147.62874841689566,29.290246582031273,24.223901367187523
Andhra Pradesh,Visakhapatnam,2018,December,Thursday,10:38,Minor,1,Car,2,5,Clear,State Highway,Damaged,Dark,Signals,88,41,Female,Expired,Yes,Intersection,17.671655,83.237642,-9999.0,-9999.0,-9999.0
Meghalaya,Shillong,2023,June,Wednesday,2:16,Fatal,3,Car,6,0,Rainy,Urban Road,Wet,Daylight,Police Checkpost,106,29,Female,Expired,No,Curve,25.593704,91.895483,997.6179765211448,23.805688476562523,20.220986938476585
Nagaland,Mokokchung,2023,March,Monday,2:41,Fatal,1,Pedestrian,5,1,Foggy,State Highway,Dry,Dark,Signs,74,40,Female,Valid,Yes,Straight Road,26.332202,94.531999,54.33790959961016,24.203302001953148,14.436303710937523
Meghalaya,Shillong,2023,March,Monday,7:38,Serious,4,Pedestrian,2,5,Stormy,State Highway,Wet,Dark,Signs,83,59,Female,Expired,No,Bridge,25.585306,91.877036,156.58754684574205,21.515161132812523,10.694116210937523
Nagaland,Kohima,2020,August,Monday,18:16,Serious,2,Bus,8,4,Clear,National Highway,Dry,Dawn,Signs,54,47,Male,,Yes,Straight Road,25.672225,94.115085,345.0562983750274,25.79462585449221,20.742333984375023
Manipur,Bishnupur,2023,July,Friday,17:7,Fatal,5,Auto-Rickshaw,10,0,Hazy,Village Road,Wet,Dawn,Police Checkpost,33,27,Female,,No,Curve,24.599086,93.807947,131.34300298988322,29.418191528320335,22.422830200195335
Karnataka,Mysore,2023,June,Friday,4:36,Fatal,4,Two-Wheeler,6,2,Clear,Urban Road,Damaged,Dusk,Signs,113,37,Female,Expired,Yes,Intersection,12.982228,77.587014,0.1863089995488565,30.720941162109398,20.997094726562523
Gujarat,Vadodara,2018,January,Saturday,23:43,Fatal,4,Bus,0,4,Foggy,National Highway,Under Construction,Dawn,Signals,101,28,Female,Valid,Yes,Straight Road,22.306571,73.161279,0.018268822600475687,32.14071044921877,18.169641113281273
Gujarat,Vadodara,2019,March,Monday,2:41,Fatal,1,Bus,10,1,Stormy,Village Road,Under Construction,Dusk,Police Checkpost,89,51,Female,Expired,No,Straight Road,22.310826,73.192248,0.03139883892799844,33.082803344726585,17.20856628417971
Arunachal Pradesh,Itanagar,2021,December,Wednesday,17:54,Minor,3,Pedestrian,10,5,Hazy,Village Road,Under Construction,Dark,Signals,112,20,Female,,No,Straight Road,27.081273,93.615713,0.004330277377562197,22.253656005859398,12.13849792480471
Uttar Pradesh,Kanpur,2020,October,Saturday,12:34,Fatal,2,Two-Wheeler,0,2,Stormy,Village Road,Under Construction,Dawn,,49,62,Male,,No,Intersection,26.465024,80.31009,1.5918686985969543,33.97738037109377,24.896386718750023
Meghalaya,Nongstoin,2023,May,Monday,11:33,Minor,5,Two-Wheeler,4,5,Rainy,Urban Road,Under Construction,Dusk,Signals,30,34,Male,Valid,No,Intersection,25.516555,91.282831,109.6454420215629,23.29047546386721,15.728936767578148
Manipur,Thoubal,2022,January,Wednesday,17:30,Serious,5,Auto-Rickshaw,9,5,Stormy,National Highway,Damaged,Dark,Police Checkpost,48,51,Female,,Yes,Curve,24.635001,93.97799,62.5880760516111,16.908685302734398,9.100762939453148
Andhra Pradesh,Tirupati,2021,November,Saturday,4:53,Fatal,5,Two-Wheeler,1,5,Rainy,Urban Road,Wet,Dawn,Police Checkpost,33,66,Male,Valid,Yes,Curve,13.64905,79.404503,86.0403127961149,28.50055847167971,22.364419555664085
Himachal Pradesh,Mandi,2022,March,Saturday,13:16,Fatal,2,Car,8,5,Clear,National Highway,Wet,Dusk,,32,62,Female,Expired,Yes,Curve,31.723628,76.946127,0.0017256346040994686,22.341836547851585,4.993981933593773
Punjab,Patiala,2019,February,Friday,1:39,Fatal,4,Two-Wheeler,6,4,Rainy,State Highway,Dry,Dusk,Police Checkpost,112,62,Female,Expired,Yes,Straight Road,30.353631,76.389363,230.73963522779195,19.606546020507835,11.176370239257835
Uttar Pradesh,Lucknow,2019,February,Monday,21:20,Minor,5,Pedestrian,3,4,Stormy,Village Road,Damaged,Dusk,Police Checkpost,65,21,Female,Expired,Yes,Intersection,26.849147,80.947763,79.99567761885373,24.071878051757835,13.67566833496096
Tamil Nadu,Coimbatore,2022,June,Friday,1:59,Minor,2,Two-Wheeler,10,3,Stormy,State Highway,Under Construction,Dawn,Police Checkpost,49,64,Male,,No,Curve,10.997301,76.979619,77.49326974129644,29.528771972656273,22.520913696289085
Rajasthan,Udaipur,2023,July,Friday,11:38,Minor,3,Car,0,4,Clear,State Highway,Dry,Dark,Signals,32,25,Male,Expired,Yes,Straight Road,24.567743,73.700863,5.6603584438512655,30.147668457031273,24.384057617187523
Assam,Jorhat,2023,October,Monday,10:13,Fatal,1,Cycle,5,1,Hazy,State Highway,Wet,Dusk,Signs,57,53,Female,Valid,No,Straight Road,26.742938,94.215683,35.208496450707116,28.738427734375023,22.289712524414085
Karnataka,Bangalore,2022,January,Tuesday,2:8,Fatal,1,Auto-Rickshaw,10,4,Stormy,National Highway,Wet,Dawn,Signs,47,34,Female,Expired,No,Bridge,12.982085,77.571933,1.2108636464063238,27.964562988281273,16.53730163574221
Tamil Nadu,Coimbatore,2019,November,Tuesday,16:20,Minor,1,Bus,9,2,Foggy,Village Road,Under Construction,Dawn,,94,55,Female,Valid,Yes,Straight Road,11.040672,76.97695,25.539369135913148,26.853555297851585,21.110025024414085
Madhya Pradesh,Gwalior,2023,September,Thursday,18:8,Serious,1,Auto-Rickshaw,5,0,Rainy,National Highway,Under Construction,Dawn,Police Checkpost,115,20,Male,Expired,Yes,Bridge,26.216254,78.165248,49.98493343581245,32.739663696289085,25.731179809570335
Punjab,Patiala,2018,September,Monday,2:12,Serious,5,Two-Wheeler,0,5,Rainy,National Highway,Under Construction,Dark,,64,53,Male,Valid,Yes,Curve,30.333818,76.388447,2.517129480828828,31.175714111328148,22.534844970703148
Uttar Pradesh,Lucknow,2019,February,Monday,11:49,Minor,1,Cycle,9,0,Hazy,National Highway,Under Construction,Dusk,Signs,105,61,Female,Valid,No,Intersection,26.833795,80.961432,79.99567761885373,24.071878051757835,13.67566833496096
Puducherry,Karaikal,2022,August,Wednesday,21:37,Serious,3,Pedestrian,1,1,Rainy,Village Road,Dry,Daylight,Police Checkpost,105,23,Female,Expired,No,Straight Road,10.939115,79.835739,-9999.0,-9999.0,-9999.0
Rajasthan,Jaipur,2022,February,Friday,21:55,Fatal,3,Truck,4,4,Hazy,Village Road,Wet,Dusk,Signals,39,39,Female,Expired,No,Curve,26.891323,75.772253,0.01669899000944497,25.63764343261721,10.48151550292971
Jammu and Kashmir,Baramulla,2022,April,Friday,3:43,Minor,1,Two-Wheeler,0,3,Hazy,National Highway,Under Construction,Dark,Police Checkpost,87,69,Female,,No,Intersection,34.196241,74.346599,6.140356327502872,18.827813720703148,5.501824951171898
Tripura,Udaipur,2023,July,Thursday,7:25,Fatal,2,Pedestrian,0,1,Hazy,National Highway,Damaged,Daylight,Signs,95,66,Female,Expired,No,Straight Road,23.539987,91.463029,25.741459429259095,30.785241699218773,25.133767700195335
Madhya Pradesh,Indore,2019,December,Thursday,16:58,Fatal,3,Truck,4,3,Hazy,Village Road,Under Construction,Dusk,Signals,41,45,Male,Expired,No,Bridge,22.706563,75.838267,2.8180867522813458,22.091363525390648,12.83143005371096
Odisha,Cuttack,2020,October,Friday,13:19,Minor,2,Bus,10,4,Rainy,National Highway,Dry,Dawn,Signs,89,25,Female,,Yes,Intersection,20.438419,85.881919,265.1723213493824,30.254724121093773,24.984460449218773
Rajasthan,Jaipur,2018,May,Monday,14:18,Minor,4,Bus,1,4,Hazy,National Highway,Wet,Daylight,Police Checkpost,77,70,Female,,Yes,Curve,26.891234,75.774541,0.0,42.141641235351585,25.831842041015648
Gujarat,Vadodara,2019,November,Sunday,22:6,Fatal,4,Cycle,7,0,Clear,Urban Road,Damaged,Daylight,Signs,85,24,Male,,No,Straight Road,22.317191,73.189897,0.0017106531231547706,31.863320922851585,20.164819335937523
Maharashtra,Mumbai,2019,July,Tuesday,12:22,Serious,2,Bus,10,5,Hazy,State Highway,Dry,Daylight,Signs,111,60,Female,Expired,No,Bridge,19.058272,72.855184,79.05887588858107,28.368798828125023,25.417260742187523
Gujarat,Vadodara,2020,May,Wednesday,7:10,Fatal,5,Bus,3,5,Stormy,Urban Road,Damaged,Daylight,,86,35,Female,,No,Straight Road,22.309424,73.162987,0.010228155815639184,40.96608886718752,28.727990722656273
Bihar,Gaya,2018,November,Tuesday,0:39,Serious,4,Auto-Rickshaw,4,0,Clear,Village Road,Damaged,Dusk,Signs,82,64,Female,,No,Intersection,24.78788,84.993737,0.0072601129659233266,30.442910766601585,17.29419860839846
Delhi,New Delhi,2022,December,Friday,10:59,Serious,2,Two-Wheeler,6,0,Stormy,State Highway,Wet,Dark,Signals,43,37,Female,Expired,Yes,Curve,28.623955,77.226873,0.001289029341933201,22.297418212890648,8.867028808593773
Manipur,Thoubal,2019,February,Sunday,11:27,Fatal,3,Cycle,3,0,Rainy,Village Road,Under Construction,Daylight,Signs,108,24,Female,Expired,Yes,Curve,24.639559,94.014932,0.01108348237721657,24.462014770507835,10.294641113281273
Jammu and Kashmir,Anantnag,2020,April,Friday,6:31,Fatal,1,Bus,2,0,Rainy,National Highway,Damaged,Dusk,Signals,70,19,Female,Valid,No,Intersection,33.71851,75.141803,89.20057117936508,16.808938598632835,6.85944519042971
Madhya Pradesh,Jabalpur,2019,November,Friday,1:19,Serious,1,Cycle,1,3,Rainy,Village Road,Under Construction,Dark,Signals,64,25,Female,,No,Bridge,23.177535,80.000234,0.0017106531231547706,29.750039672851585,15.529946899414085
West Bengal,Kolkata,2023,July,Wednesday,17:55,Fatal,4,Cycle,2,1,Hazy,Urban Road,Wet,Dusk,Signals,86,20,Female,Expired,Yes,Curve,22.576122,88.379046,85.80922484397391,29.612512207031273,25.735330200195335
Meghalaya,Shillong,2022,January,Monday,23:55,Fatal,4,Truck,10,2,Stormy,National Highway,Wet,Daylight,Police Checkpost,57,34,Male,Expired,No,Straight Road,25.55398,91.902687,1.1964840258542608,16.048318481445335,8.997109985351585
Manipur,Imphal,2019,March,Friday,4:19,Fatal,3,Cycle,10,5,Stormy,Village Road,Dry,Daylight,Signals,49,63,Male,Valid,Yes,Bridge,24.837684,93.912304,1.7172864140775346,26.613275146484398,14.992456054687523
Arunachal Pradesh,Itanagar,2021,October,Wednesday,1:28,Minor,1,Bus,5,3,Hazy,State Highway,Dry,Dusk,Signals,78,46,Male,,No,Bridge,27.097948,93.586828,0.570760947027793,31.233499145507835,23.316033935546898
Tripura,Agartala,2023,March,Tuesday,2:43,Serious,1,Truck,6,5,Stormy,National Highway,Dry,Daylight,Signals,71,36,Male,Expired,No,Bridge,23.853283,91.263518,117.16510929710466,31.451348876953148,19.428491210937523
Maharashtra,Pune,2023,October,Wednesday,1:52,Minor,1,Two-Wheeler,5,5,Hazy,Village Road,Wet,Dark,Signals,75,70,Female,,Yes,Intersection,18.498639,73.868439,0.02058148317019004,29.789941406250023,21.509759521484398
Mizoram,Champhai,2021,May,Sunday,16:54,Serious,3,Auto-Rickshaw,3,4,Clear,Village Road,Wet,Daylight,,80,60,Male,Expired,Yes,Intersection,23.469575,93.305443,6.411920892901435,26.235986328125023,16.907388305664085
Arunachal Pradesh,Naharlagun,2019,October,Wednesday,11:26,Serious,2,Bus,6,1,Hazy,Urban Road,Wet,Dark,,65,66,Male,,Yes,Straight Road,27.112006,93.676837,5.767153290491933,26.331323242187523,17.271936035156273
Gujarat,Ahmedabad,2019,March,Sunday,3:22,Minor,1,Two-Wheeler,8,2,Stormy,Urban Road,Dry,Dusk,,38,68,Male,Valid,No,Straight Road,23.032449,72.576362,0.03139883892799844,32.172647094726585,17.59919128417971
Assam,Jorhat,2022,October,Friday,4:39,Serious,4,Cycle,3,3,Hazy,Village Road,Dry,Dawn,Signs,80,47,Male,Expired,Yes,Straight Road,26.762489,94.205739,6.04406814130698,29.54956970214846,21.844903564453148
Manipur,Imphal,2021,September,Monday,15:1,Minor,2,Auto-Rickshaw,10,2,Foggy,Urban Road,Under Construction,Daylight,Signals,60,23,Male,Valid,Yes,Bridge,24.807296,93.960724,34.01922657981871,28.014367675781273,19.926736450195335
Mizoram,Lunglei,2023,July,Tuesday,7:52,Fatal,2,Auto-Rickshaw,6,1,Hazy,Village Road,Wet,Dawn,Signals,103,63,Female,,Yes,Straight Road,22.881223,92.718273,37.44137063621977,28.652429199218773,21.700173950195335
Sikkim,Namchi,2020,February,Monday,20:27,Serious,2,Truck,7,0,Foggy,State Highway,Dry,Dawn,Signals,54,57,Male,Valid,No,Straight Road,27.143034,88.346656,59.58089902989272,13.750695800781273,9.408074951171898
Bihar,Bhagalpur,2019,September,Monday,3:23,Serious,5,Bus,10,1,Foggy,Urban Road,Damaged,Dawn,Signals,48,25,Female,Valid,Yes,Intersection,25.255422,86.959245,106.27962015558978,32.18476257324221,26.32886657714846
Sikkim,Gyalshing,2018,November,Wednesday,21:33,Fatal,2,Bus,4,0,Clear,Village Road,Under Construction,Dark,Signs,93,32,Male,Valid,Yes,Curve,27.305528,88.262433,151.8318964978107,6.897058105468773,4.491448974609398
Karnataka,Mysore,2023,March,Thursday,1:20,Fatal,1,Bus,8,3,Hazy,National Highway,Dry,Dawn,Police Checkpost,62,20,Male,,Yes,Intersection,12.966131,77.578227,0.06063111669618593,32.51979980468752,18.287957763671898
Sikkim,Gangtok,2020,January,Monday,2:56,Serious,2,Pedestrian,4,4,Hazy,National Highway,Dry,Dusk,Police Checkpost,63,63,Male,Valid,No,Intersection,27.318109,88.5991,67.26427953526581,10.660760498046898,6.307611083984398
Kerala,Kozhikode,2022,July,Sunday,9:27,Minor,3,Cycle,8,1,Clear,Urban Road,Wet,Dusk,Signs,96,25,Female,Valid,Yes,Bridge,11.264821,75.769259,731.7011378788329,26.259011840820335,24.089227294921898
West Bengal,Durgapur,2021,November,Saturday,21:54,Fatal,5,Truck,9,1,Hazy,National Highway,Damaged,Dusk,Signs,59,40,Male,,Yes,Straight Road,23.529946,87.331438,111.48259080874823,23.194024658203148,18.71326599121096
Nagaland,Mokokchung,2023,October,Thursday,1:25,Fatal,3,Bus,2,1,Stormy,Village Road,Dry,Dawn,Police Checkpost,40,46,Male,,Yes,Intersection,26.337424,94.537292,50.80087035827319,24.011865234375023,17.326821899414085
Chhattisgarh,Durg,2018,February,Wednesday,18:23,Serious,5,Cycle,8,5,Stormy,National Highway,Wet,Dusk,,30,59,Female,,No,Curve,21.19343,81.282203,0.22013910580653828,27.412347412109398,13.912713623046898
Jammu and Kashmir,Anantnag,2023,September,Thursday,21:45,Fatal,3,Auto-Rickshaw,8,3,Foggy,Village Road,Wet,Dawn,,51,44,Female,Valid,No,Straight Road,33.721192,75.142902,2.950267493620373,24.599038696289085,15.266336059570335
Kerala,Thiruvananthapuram,2019,May,Sunday,22:18,Fatal,1,Pedestrian,10,2,Foggy,National Highway,Under Construction,Dark,Signs,60,56,Male,Valid,Yes,Bridge,8.536583,76.948133,27.406989410483362,30.505715942382835,25.814141845703148
