,State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Latitude,Longitude,Rainfall_mm,Max_temp_celsius,Min_temp_celsius,Traffic Congestion
2258,Odisha,Cuttack,2021,May,Sunday,0:39,Minor,3,Two-Wheeler,7,1,Stormy,Urban Road,Damaged,Dusk,Signals,32,25,Female,Expired,No,Intersection,20.477559,85.884281,4.918647589988723,36.56873474121096,27.659341430664085,0.7745966692414833
2259,Himachal Pradesh,Mandi,2020,February,Saturday,7:55,Fatal,1,Car,9,0,Hazy,State Highway,Under Construction,Dawn,Signals,46,53,Male,Expired,Yes,Curve,31.695388,76.909598,0.0076174735248457,18.998742675781276,1.1641784667968975,0.4472135954999579
2260,Arunachal Pradesh,Naharlagun,2018,October,Saturday,14:10,Serious,5,Auto-Rickshaw,8,2,Rainy,State Highway,Wet,Dawn,Signs,90,39,Male,Expired,Yes,Curve,27.10004,93.719322,30.851021036475856,25.865045166015648,19.346032714843773,1.0
2261,Meghalaya,Jowai,2021,June,Thursday,13:31,Serious,2,Bus,1,3,Hazy,State Highway,Dry,Dawn,Signs,107,35,Male,Expired,Yes,Intersection,25.473648,92.21821,100.18350460558167,25.61261901855471,20.010949707031276,0.6324555320336759
2262,Tamil Nadu,Chennai,2021,September,Sunday,14:48,Fatal,1,Pedestrian,8,3,Stormy,Urban Road,Damaged,Daylight,Police Checkpost,63,45,Female,Expired,Yes,Intersection,13.06287,80.291499,-9999.0,-9999.0,-9999.0,0.4472135954999579
2263,Gujarat,Surat,2020,February,Monday,16:29,Fatal,3,Two-Wheeler,1,1,Foggy,State Highway,Dry,Dark,Signals,97,39,Male,Valid,No,Intersection,21.185655,72.808973,0.0060081481159102,31.225442504882835,18.464959716796898,0.7745966692414833
2264,Chhattisgarh,Durg,2018,July,Wednesday,8:5,Serious,4,Car,3,3,Hazy,State Highway,Dry,Dusk,Signs,83,26,Female,Valid,Yes,Straight Road,21.174666,81.266032,531.4734700162802,29.580499267578148,24.17292175292971,0.8944271909999159
2265,Odisha,Bhubaneswar,2022,December,Friday,10:46,Minor,3,Car,10,3,Rainy,National Highway,Dry,Dusk,Police Checkpost,61,66,Male,Expired,No,Intersection,20.310741,85.839453,0.0012890293419332,29.52259216308596,18.99018249511721,0.7745966692414833
2266,Goa,Mapusa,2020,May,Monday,21:51,Serious,4,Truck,2,2,Foggy,Urban Road,Under Construction,Dark,Police Checkpost,104,57,Male,Expired,Yes,Straight Road,15.592909,73.817674,15.973983703815977,33.07697448730471,25.80182800292971,0.8944271909999159
2267,Jammu and Kashmir,Baramulla,2021,November,Sunday,21:39,Serious,1,Two-Wheeler,0,2,Rainy,State Highway,Dry,Dark,Police Checkpost,41,50,Female,,No,Intersection,34.217832,74.362927,0.4176259033670249,12.922540283203148,2.2789093017578352,0.4472135954999579
2268,Telangana,Nizamabad,2023,August,Saturday,22:7,Minor,3,Pedestrian,5,0,Stormy,Village Road,Under Construction,Dark,Signs,36,67,Male,Expired,No,Curve,18.670179,78.112494,14.18985240161419,30.295816040039085,24.125909423828148,0.7745966692414833
2269,Arunachal Pradesh,Itanagar,2019,August,Monday,18:44,Fatal,3,Cycle,2,5,Stormy,State Highway,Dry,Dark,Signs,35,32,Male,,Yes,Intersection,27.07097,93.622601,129.51050139963627,28.23041687011721,24.261575317382835,0.7745966692414833
2270,Jharkhand,Dhanbad,2020,September,Sunday,7:27,Serious,3,Cycle,8,3,Clear,National Highway,Wet,Daylight,Signs,40,55,Female,Valid,No,Curve,23.785278,86.419921,13.169346749577926,31.565087890625023,25.26801452636721,0.7745966692414833
2271,Andhra Pradesh,Tirupati,2023,March,Thursday,8:37,Fatal,1,Pedestrian,0,1,Foggy,State Highway,Damaged,Dusk,,49,28,Female,Expired,No,Curve,13.626834,79.421656,10.337807392545528,33.89173278808596,21.390908813476585,0.4472135954999579
2272,Bihar,Bhagalpur,2019,May,Saturday,22:32,Serious,1,Bus,9,5,Clear,State Highway,Damaged,Dark,Police Checkpost,49,57,Male,,Yes,Intersection,25.243868,86.98776,2.4377971887226124,34.476419067382835,24.986291503906276,0.4472135954999579
2273,Gujarat,Ahmedabad,2023,March,Wednesday,9:15,Fatal,1,Car,10,0,Hazy,Village Road,Wet,Daylight,,119,25,Female,,Yes,Intersection,23.032495,72.584811,0.5784911716659735,33.56939086914065,20.284051513671898,0.4472135954999579
2274,Punjab,Amritsar,2023,July,Thursday,12:43,Minor,3,Pedestrian,4,5,Rainy,Urban Road,Wet,Dusk,Signs,115,37,Female,Expired,Yes,Straight Road,31.620471,74.86785,15.233100950712952,33.6108337402344,25.712182617187523,0.7745966692414833
2275,Himachal Pradesh,Mandi,2023,April,Sunday,4:10,Serious,5,Bus,8,1,Clear,Village Road,Damaged,Dark,Signs,113,37,Female,Expired,Yes,Straight Road,31.706392,76.945479,7.011043425450225,23.879968261718773,6.439981079101585,1.0
2276,Sikkim,Gangtok,2019,January,Wednesday,23:24,Fatal,2,Two-Wheeler,0,4,Foggy,National Highway,Under Construction,Daylight,Signs,115,25,Female,Valid,Yes,Curve,27.325461,88.616102,43.49707033225059,5.503076171875023,-6.77873840332029,0.6324555320336759
2277,Jammu and Kashmir,Baramulla,2019,February,Friday,2:18,Serious,2,Pedestrian,0,4,Stormy,Urban Road,Wet,Dusk,,85,22,Female,Valid,Yes,Bridge,34.226319,74.323395,169.52074579762666,3.3674255371093977,-6.443441772460915,0.6324555320336759
2278,Telangana,Karimnagar,2021,February,Sunday,3:31,Minor,2,Auto-Rickshaw,7,1,Foggy,Village Road,Wet,Dark,Signs,84,63,Male,,Yes,Intersection,18.434971,79.152106,0.0059851244600395,32.659951782226585,20.53986511230471,0.6324555320336759
2279,West Bengal,Siliguri,2018,July,Tuesday,9:28,Fatal,1,Two-Wheeler,10,0,Rainy,National Highway,Dry,Dawn,Police Checkpost,115,49,Male,Expired,Yes,Intersection,22.587142,88.364697,77.51835240320304,31.56275329589846,26.19245300292971,0.4472135954999579
2280,Meghalaya,Tura,2022,May,Sunday,13:11,Minor,5,Car,9,3,Rainy,Village Road,Damaged,Daylight,Signals,116,30,Male,Expired,Yes,Bridge,25.491514,90.215396,161.61616519008248,28.55201110839846,21.060693359375023,1.0
2281,Bihar,Gaya,2023,April,Saturday,12:45,Minor,4,Truck,4,5,Foggy,State Highway,Wet,Dawn,Signs,99,45,Male,,Yes,Intersection,24.792853,84.982285,0.0093975623940423,40.493447875976585,24.059121704101585,0.8944271909999159
2282,Himachal Pradesh,Mandi,2021,July,Wednesday,17:0,Minor,1,Bus,9,2,Stormy,Urban Road,Wet,Daylight,,73,44,Female,Expired,Yes,Curve,31.730129,76.929847,105.40107227759066,23.40332946777346,16.837991333007835,0.4472135954999579
2283,Himachal Pradesh,Dharamshala,2020,October,Sunday,1:59,Minor,5,Bus,4,4,Foggy,Village Road,Dry,Dawn,Signs,114,20,Female,Expired,Yes,Intersection,32.204591,76.332518,5.310818552970886,13.637612915039083,3.8394409179687727,1.0
2284,Assam,Dibrugarh,2022,November,Friday,20:50,Minor,1,Truck,3,0,Stormy,State Highway,Dry,Dark,Signs,111,18,Female,Valid,Yes,Bridge,27.459046,94.927074,0.0042200087477795,26.3373962402344,17.423883056640648,0.4472135954999579
2285,Mizoram,Lunglei,2022,June,Wednesday,6:34,Minor,1,Truck,6,3,Hazy,National Highway,Dry,Dark,Police Checkpost,89,33,Female,Expired,Yes,Bridge,22.874598,92.726966,181.539882719278,27.0297790527344,21.638101196289085,0.4472135954999579
2286,Tamil Nadu,Coimbatore,2019,January,Friday,5:49,Serious,3,Cycle,10,1,Foggy,Village Road,Under Construction,Dark,,112,62,Male,Expired,Yes,Intersection,10.997019,76.932619,0.0017254028534807,30.943231201171898,18.123559570312523,0.7745966692414833
2287,Himachal Pradesh,Shimla,2021,November,Thursday,23:58,Serious,5,Pedestrian,9,5,Clear,State Highway,Dry,Dawn,,85,31,Male,,Yes,Bridge,31.081878,77.172055,2.148790656804067,15.532464599609398,3.4534393310547102,1.0
2288,Assam,Guwahati,2019,July,Tuesday,6:28,Fatal,2,Truck,4,3,Clear,Urban Road,Under Construction,Dawn,,118,63,Male,,No,Straight Road,26.13658,91.733757,266.5860164910505,27.728479003906276,24.751992797851585,0.6324555320336759
2289,Tripura,Udaipur,2022,June,Wednesday,4:57,Serious,5,Car,6,3,Clear,National Highway,Under Construction,Dusk,Signs,60,55,Male,Valid,Yes,Bridge,23.533525,91.477135,309.358021989226,29.425256347656276,25.165444946289085,1.0
2290,Sikkim,Mangan,2021,December,Friday,18:49,Minor,5,Bus,10,5,Clear,National Highway,Dry,Dawn,Signals,36,24,Male,Valid,Yes,Bridge,27.492456,88.54951,30.007021129065947,9.661477661132835,6.122491455078148,1.0
2291,Chhattisgarh,Bhilai,2021,December,Saturday,11:10,Minor,4,Truck,7,1,Rainy,State Highway,Damaged,Dusk,Signals,87,33,Male,Expired,Yes,Curve,21.204272,81.399418,0.0039130448641344,25.11927185058596,13.35334167480471,0.8944271909999159
2292,Kerala,Thrissur,2021,February,Tuesday,17:7,Serious,2,Cycle,7,2,Rainy,National Highway,Damaged,Daylight,Signs,93,43,Male,Expired,No,Bridge,10.510169,76.206429,1.3768025473268608,34.925576782226585,23.08869323730471,0.6324555320336759
2293,Uttar Pradesh,Varanasi,2018,July,Tuesday,19:59,Minor,4,Cycle,4,5,Hazy,Village Road,Damaged,Dawn,Police Checkpost,82,31,Male,,Yes,Straight Road,25.326081,82.958552,16.4027615477238,34.81183776855471,28.9746032714844,0.8944271909999159
2294,Mizoram,Champhai,2021,December,Monday,16:19,Fatal,4,Cycle,10,0,Foggy,Village Road,Under Construction,Dusk,Signs,63,31,Female,Valid,Yes,Intersection,23.456367,93.308993,0.0047177075686022,19.290795898437523,6.703698730468773,0.8944271909999159
2295,Tamil Nadu,Coimbatore,2020,July,Tuesday,11:50,Fatal,2,Two-Wheeler,5,1,Stormy,State Highway,Dry,Dawn,Signals,46,18,Female,Expired,Yes,Bridge,11.006824,76.944112,109.80574554251277,27.777017211914085,21.602838134765648,0.6324555320336759
2296,Haryana,Gurugram,2020,May,Thursday,16:24,Serious,2,Pedestrian,0,0,Stormy,State Highway,Damaged,Dawn,Signs,82,56,Male,Expired,Yes,Intersection,28.463834,77.016525,11.364272235596218,37.67254028320315,23.75885925292971,0.6324555320336759
2297,Telangana,Nizamabad,2022,July,Friday,20:32,Fatal,5,Auto-Rickshaw,3,0,Hazy,National Highway,Under Construction,Dark,Police Checkpost,77,53,Female,Expired,No,Bridge,18.653728,78.106269,52.1374711849667,29.62619934082033,23.289697265625023,1.0
2298,Tamil Nadu,Chennai,2020,April,Friday,11:13,Minor,1,Auto-Rickshaw,3,3,Foggy,Urban Road,Under Construction,Daylight,Police Checkpost,99,31,Male,Expired,Yes,Curve,13.089483,80.268736,-9999.0,-9999.0,-9999.0,0.4472135954999579
2299,Uttar Pradesh,Kanpur,2021,December,Friday,0:34,Minor,2,Truck,5,1,Clear,Urban Road,Under Construction,Daylight,Signs,112,31,Female,,No,Curve,26.454667,80.323021,0.0039130448641344,23.42981872558596,11.63068542480471,0.6324555320336759
2300,Gujarat,Surat,2018,March,Friday,7:15,Minor,1,Two-Wheeler,4,0,Clear,Village Road,Under Construction,Daylight,,70,30,Female,Valid,No,Intersection,21.14572,72.853971,0.0253713845381753,34.31049499511721,20.92273864746096,0.4472135954999579
2301,Jharkhand,Ranchi,2022,August,Sunday,18:5,Minor,3,Auto-Rickshaw,6,4,Stormy,State Highway,Under Construction,Dusk,Police Checkpost,105,22,Male,Valid,Yes,Straight Road,23.341678,85.333671,170.6666587840111,26.185571289062523,21.96970520019533,0.7745966692414833
2302,Punjab,Ludhiana,2023,July,Friday,22:17,Fatal,3,Pedestrian,7,3,Stormy,State Highway,Damaged,Dusk,Police Checkpost,78,57,Female,Expired,Yes,Bridge,30.89907,75.832858,68.49166154860953,33.9799743652344,25.5817810058594,0.7745966692414833
2303,Uttar Pradesh,Kanpur,2020,June,Wednesday,1:17,Serious,2,Bus,10,5,Rainy,Village Road,Damaged,Dusk,,101,50,Female,,Yes,Curve,26.450043,80.330555,13.295322744397708,36.5865417480469,26.714929199218773,0.6324555320336759
2304,Haryana,Gurugram,2022,February,Wednesday,1:11,Fatal,5,Auto-Rickshaw,4,5,Clear,National Highway,Under Construction,Daylight,,52,67,Male,,Yes,Bridge,28.468642,77.006553,0.0166989900094449,23.468423461914085,9.76062927246096,1.0
2305,Puducherry,Karaikal,2018,April,Thursday,0:41,Serious,2,Cycle,5,5,Clear,National Highway,Damaged,Dark,Signs,96,46,Female,,No,Bridge,10.95012,79.829836,-9999.0,-9999.0,-9999.0,0.6324555320336759
2306,Delhi,Dwarka,2021,June,Sunday,14:29,Fatal,4,Two-Wheeler,9,5,Rainy,Urban Road,Under Construction,Dusk,,100,51,Female,,Yes,Intersection,28.588988,77.045666,7.807123446752939,38.54024658203127,26.132043457031276,0.8944271909999159
2307,Telangana,Nizamabad,2021,June,Friday,4:8,Minor,3,Auto-Rickshaw,0,4,Stormy,National Highway,Damaged,Dusk,Police Checkpost,97,21,Male,Valid,Yes,Bridge,18.690076,78.084747,8.342972928574,31.8120056152344,25.049584960937523,0.7745966692414833
2308,Jharkhand,Dhanbad,2023,May,Tuesday,5:34,Serious,3,Truck,7,1,Hazy,Urban Road,Dry,Dawn,Signs,64,50,Female,,No,Straight Road,23.79564,86.449403,22.75359342761263,39.714151000976585,25.59797058105471,0.7745966692414833
2309,Kerala,Thrissur,2018,May,Monday,1:7,Minor,4,Auto-Rickshaw,9,5,Rainy,Village Road,Under Construction,Daylight,Police Checkpost,88,50,Female,,Yes,Curve,10.513368,76.205825,114.57037553191184,33.27114257812502,24.01062927246096,0.8944271909999159
2310,Tripura,Agartala,2021,August,Friday,18:55,Fatal,4,Cycle,0,2,Stormy,National Highway,Damaged,Dawn,Signals,97,44,Male,,No,Curve,23.844196,91.273906,39.75009356929604,32.01949462890627,25.964257812500023,0.8944271909999159
2311,Puducherry,Puducherry,2023,February,Sunday,12:6,Minor,4,Bus,8,4,Hazy,Village Road,Wet,Dawn,Signals,60,67,Female,Expired,No,Bridge,11.95968,79.791706,0.4097144555430532,28.584893798828148,19.68628845214846,0.8944271909999159
2312,Telangana,Hyderabad,2019,May,Sunday,23:37,Minor,5,Car,9,3,Stormy,National Highway,Dry,Daylight,,56,18,Male,Valid,No,Curve,17.37664,78.498158,0.7858991622562428,38.79477844238284,26.904260253906276,1.0
2313,Goa,Mapusa,2018,October,Wednesday,21:52,Fatal,5,Two-Wheeler,4,5,Foggy,State Highway,Under Construction,Dusk,Signs,77,25,Male,Expired,No,Curve,15.605464,73.803518,18.649799376696308,29.37253723144533,24.63666687011721,1.0
2314,Kerala,Thrissur,2018,September,Friday,9:7,Serious,1,Car,8,3,Rainy,State Highway,Damaged,Dark,Signals,99,27,Female,Valid,Yes,Curve,10.526216,76.219427,0.4982680082221691,30.644830322265648,22.630548095703148,0.4472135954999579
2315,Bihar,Muzaffarpur,2022,March,Thursday,22:8,Fatal,2,Pedestrian,1,5,Foggy,State Highway,Under Construction,Dawn,Signs,110,54,Male,,No,Straight Road,26.101355,85.413248,0.0017256346040994,33.13765869140627,17.161279296875023,0.6324555320336759
2316,Maharashtra,Mumbai,2019,October,Thursday,19:1,Serious,2,Cycle,3,5,Stormy,Urban Road,Under Construction,Dark,Signals,41,35,Female,Expired,No,Bridge,19.070752,72.891202,0.4375890767391865,33.58553466796877,25.0302673339844,0.6324555320336759
2317,Haryana,Gurugram,2023,February,Monday,8:12,Serious,1,Auto-Rickshaw,3,5,Clear,Urban Road,Wet,Dark,Police Checkpost,80,63,Female,Valid,Yes,Bridge,28.464442,77.043989,0.0235713523011327,27.415917968750023,12.316369628906273,0.4472135954999579
2318,Rajasthan,Jodhpur,2023,April,Tuesday,5:53,Fatal,4,Pedestrian,10,4,Stormy,Urban Road,Under Construction,Dawn,Signs,103,20,Female,Valid,Yes,Bridge,26.222439,73.001806,0.0989013871048882,38.11428222656252,24.825112915039085,0.8944271909999159
2319,Goa,Panaji,2018,October,Wednesday,18:9,Serious,2,Bus,9,5,Clear,Village Road,Dry,Dawn,Signals,46,26,Male,Expired,No,Straight Road,15.486471,73.851446,10.918013378947933,28.95261535644533,25.18354187011721,0.6324555320336759
2320,Assam,Guwahati,2020,May,Monday,3:21,Serious,3,Auto-Rickshaw,2,3,Foggy,Urban Road,Under Construction,Daylight,,85,68,Female,,No,Straight Road,26.134558,91.758366,72.35185932245258,27.731134033203148,22.44440612792971,0.7745966692414833
2321,Madhya Pradesh,Indore,2023,November,Monday,1:19,Fatal,1,Pedestrian,8,4,Foggy,Urban Road,Under Construction,Dark,Signals,71,54,Male,,No,Bridge,22.698918,75.881316,0.0034332275191673,28.64277038574221,16.419168090820335,0.4472135954999579
2322,Arunachal Pradesh,Naharlagun,2021,April,Thursday,7:30,Fatal,5,Pedestrian,5,1,Stormy,Urban Road,Damaged,Daylight,,116,37,Male,Valid,Yes,Intersection,27.090276,93.715929,17.676208179388198,29.16571960449221,19.621881103515648,1.0
2323,Sikkim,Namchi,2018,August,Thursday,8:26,Minor,4,Auto-Rickshaw,3,1,Clear,Village Road,Wet,Dark,,48,29,Female,Valid,Yes,Bridge,27.149409,88.350175,103.35793373269551,25.58222351074221,19.770196533203148,0.8944271909999159
2324,Uttar Pradesh,Lucknow,2018,September,Friday,16:25,Serious,1,Pedestrian,0,4,Foggy,Urban Road,Damaged,Dark,Signs,107,60,Male,Expired,Yes,Straight Road,26.827664,80.934135,4.720385372628755,32.21672973632815,24.741876220703148,0.4472135954999579
2325,Manipur,Imphal,2019,June,Sunday,4:38,Minor,5,Truck,1,0,Stormy,National Highway,Dry,Dusk,,114,22,Female,Expired,No,Curve,24.82655,93.925768,130.38728684182388,27.99152526855471,21.58948669433596,1.0
2326,Sikkim,Gyalshing,2023,June,Friday,0:11,Minor,5,Cycle,4,5,Foggy,State Highway,Wet,Daylight,Police Checkpost,43,55,Male,,No,Curve,27.299117,88.251367,720.8764401869878,20.73142395019533,16.736489868164085,1.0
2327,Haryana,Gurugram,2022,May,Friday,23:48,Minor,5,Pedestrian,8,3,Foggy,State Highway,Wet,Dawn,Signs,96,39,Female,Valid,Yes,Intersection,28.47125,77.017037,0.0052005044040015,44.8975769042969,28.21112976074221,1.0
2328,Maharashtra,Mumbai,2018,April,Friday,17:55,Fatal,5,Truck,1,2,Stormy,National Highway,Dry,Dark,Signals,85,31,Female,Expired,No,Curve,19.096743,72.852879,0.0363528716498251,31.8759704589844,25.327554321289085,1.0
2329,Chandigarh,Chandigarh,2020,November,Wednesday,14:36,Serious,5,Car,6,5,Hazy,National Highway,Damaged,Dawn,Police Checkpost,102,44,Female,,No,Curve,30.738706,76.76941,43.72049283938395,25.5937438964844,14.030206298828148,1.0
2330,Haryana,Faridabad,2022,August,Monday,10:14,Fatal,1,Cycle,3,1,Rainy,National Highway,Damaged,Dark,Signs,62,29,Female,Expired,No,Straight Road,28.410656,77.342006,121.06429552541088,30.1643005371094,24.632852172851585,0.4472135954999579
2331,Jammu and Kashmir,Baramulla,2021,October,Thursday,8:3,Serious,1,Pedestrian,10,4,Foggy,Village Road,Under Construction,Dawn,Signs,59,38,Male,,No,Straight Road,34.217446,74.321161,0.0120046551614905,22.140969848632835,9.46100769042971,0.4472135954999579
2332,Chandigarh,Chandigarh,2022,May,Thursday,0:21,Serious,4,Auto-Rickshaw,9,1,Stormy,National Highway,Wet,Dusk,Signs,106,29,Female,Expired,Yes,Bridge,30.736233,76.769667,0.0052005044040015,41.7549987792969,23.448754882812523,0.8944271909999159
2333,Kerala,Kozhikode,2018,August,Wednesday,5:45,Serious,4,Bus,0,3,Foggy,Urban Road,Under Construction,Dawn,Signals,82,35,Male,Valid,Yes,Bridge,11.261453,75.774553,990.6902846796584,24.77805480957033,23.927178955078148,0.8944271909999159
2334,Tripura,Udaipur,2021,February,Monday,15:6,Serious,3,Auto-Rickshaw,7,4,Hazy,State Highway,Damaged,Dark,Signs,75,68,Male,,No,Curve,23.556767,91.467772,0.0059851244600395,28.621423339843773,15.77228698730471,0.7745966692414833
2335,Tamil Nadu,Madurai,2018,May,Wednesday,11:22,Minor,3,Cycle,5,0,Foggy,National Highway,Dry,Dawn,Signs,79,43,Male,Expired,Yes,Straight Road,9.928651,78.140058,93.469750136137,35.778359985351585,26.080163574218773,0.7745966692414833
2336,Telangana,Nizamabad,2020,December,Wednesday,12:22,Serious,5,Pedestrian,6,1,Hazy,State Highway,Under Construction,Dusk,Police Checkpost,103,29,Male,Valid,Yes,Bridge,18.692659,78.079485,0.0008523463179699,29.466653442382835,19.42810974121096,1.0
2337,Punjab,Ludhiana,2022,March,Sunday,14:3,Fatal,4,Bus,10,2,Stormy,Village Road,Dry,Daylight,Signals,68,61,Female,Valid,No,Curve,30.890623,75.847358,0.0017256346040994,31.407815551757835,16.421716308593773,0.8944271909999159
2338,Jharkhand,Dhanbad,2019,February,Tuesday,13:55,Minor,5,Pedestrian,10,5,Clear,Village Road,Wet,Dawn,Signs,100,69,Female,Expired,No,Intersection,23.820056,86.435002,13.755303619973349,29.698342895507835,13.884393310546898,1.0
2339,Odisha,Puri,2022,February,Wednesday,10:33,Serious,4,Bus,2,1,Hazy,State Highway,Dry,Dusk,Signs,89,41,Female,Valid,No,Bridge,19.806828,85.83321,0.0166989900094449,27.064126586914085,15.96570739746096,0.8944271909999159
2340,Delhi,New Delhi,2018,September,Monday,20:24,Serious,5,Two-Wheeler,6,4,Foggy,National Highway,Dry,Dusk,Signals,104,45,Male,Valid,Yes,Intersection,28.632671,77.202615,0.9506970643897716,31.935479736328148,23.061318969726585,1.0
2341,Karnataka,Mysore,2018,December,Friday,10:23,Fatal,3,Pedestrian,5,3,Hazy,State Highway,Under Construction,Dusk,Signs,36,51,Female,Valid,No,Curve,12.952512,77.578656,0.0179797395389869,26.7546325683594,16.06989440917971,0.7745966692414833
2342,Maharashtra,Pune,2020,January,Monday,15:33,Minor,2,Cycle,1,0,Stormy,National Highway,Wet,Daylight,Police Checkpost,99,30,Male,Valid,No,Straight Road,18.522798,73.857241,0.7084488852342474,28.2858825683594,14.36011657714846,0.6324555320336759
2343,Tripura,Dharmanagar,2020,May,Saturday,18:51,Serious,3,Bus,8,1,Clear,National Highway,Damaged,Dusk,,37,60,Female,Expired,Yes,Straight Road,24.355427,92.159838,46.76975160714392,31.993432617187523,23.6037536621094,0.7745966692414833
2344,Rajasthan,Udaipur,2019,August,Sunday,21:18,Serious,5,Pedestrian,8,4,Hazy,Village Road,Under Construction,Daylight,Signs,87,30,Male,,Yes,Curve,24.603571,73.725748,574.7923702001572,24.335488891601585,22.88184509277346,1.0
2345,Maharashtra,Mumbai,2018,June,Tuesday,12:50,Fatal,5,Bus,6,1,Clear,Urban Road,Dry,Daylight,Police Checkpost,120,37,Female,Valid,Yes,Bridge,19.077873,72.89585,62.07955861594883,29.4194274902344,25.469262695312523,1.0
